ID,firstName,lastName,Description,IsActive,email,createdAt,createdBy,modifiedAt,modifiedBy
c8c47c8c-1dc3-5515-ad20-e157f56107b7,Aisha,Joshi,Pending financial verification,false,aisha.joshi040@icloud.com,2026-05-13T12:15:00Z,dummy.user,2026-05-13T12:15:00Z,dummy.user
991fcb00-f30c-5af4-91dc-bba1dd425465,Aarav,Reddy,Verified electronics supplier,true,aarav.reddy041@proton.me,2026-05-13T12:20:00Z,dummy.user,2026-05-13T12:20:00Z,dummy.user
2d52ad32-a578-5bce-991d-fb352d0dc4dd,Neha,Menon,Preferred packaging partner,true,neha.menon042@zoho.com,2026-05-13T12:25:00Z,dummy.user,2026-05-13T12:25:00Z,dummy.user
c9e06b14-3054-57f9-bdf5-3af2785efcde,Rohan,Bose,Pending compliance review,false,rohan.bose043@company.example,2026-05-13T12:30:00Z,dummy.user,2026-05-13T12:30:00Z,dummy.user
d2354bd1-9e24-5a1e-b422-8566213b260b,Anika,Malhotra,Approved logistics vendor,true,anika.malhotra044@vendor.example,2026-05-13T12:35:00Z,dummy.user,2026-05-13T12:35:00Z,dummy.user
4b867fe9-93c5-5529-8874-824aec0d6468,Vikram,Chopra,Inactive raw materials supplier,false,vikram.chopra045@supplier.example,2026-05-13T12:40:00Z,dummy.user,2026-05-13T12:40:00Z,dummy.user
d74ea7d4-21e3-5dcf-b926-f24648c6f502,Isha,Das,Certified software services provider,true,isha.das046@gmail.com,2026-05-13T12:45:00Z,dummy.user,2026-05-13T12:45:00Z,dummy.user
c734a0b8-fb00-5fd3-a350-3c7259f293a7,Kabir,Kulkarni,Shortlisted office supplies vendor,true,kabir.kulkarni047@outlook.com,2026-05-13T12:50:00Z,dummy.user,2026-05-13T12:50:00Z,dummy.user
3dce3876-213a-5618-8f1c-9ddd15af800f,Mira,Bhat,Approved maintenance contractor,false,mira.bhat048@yahoo.com,2026-05-13T12:55:00Z,dummy.user,2026-05-13T12:55:00Z,dummy.user
9574c3c5-b9fb-5289-a811-964822c05932,Arjun,Saxena,Preferred consulting partner,true,arjun.saxena049@brainbox.consulting,2026-05-13T13:00:00Z,dummy.user,2026-05-13T13:00:00Z,dummy.user
4ac9664e-43a8-54ac-9da9-b91fd4a1d807,Priya,Pillai,Verified component distributor,false,priya.pillai050@mail.com,2026-05-13T13:05:00Z,dummy.user,2026-05-13T13:05:00Z,dummy.user
552ba694-847d-5a58-aaef-797e5f11b195,Dev,Mishra,Onboarding documentation pending,true,dev.mishra051@brainbox.com,2026-05-13T13:10:00Z,dummy.user,2026-05-13T13:10:00Z,dummy.user
dd1197a9-9f03-5c9e-848d-3c70297e3c36,Sara,Agarwal,Approved facilities management vendor,true,sara.agarwal052@dialog.com,2026-05-13T13:15:00Z,dummy.user,2026-05-13T13:15:00Z,dummy.user
0e22f05a-714f-5ae1-94a4-aa32192aacb0,Karan,Khan,Preferred IT hardware supplier,false,karan.khan053@dlg.com,2026-05-13T13:20:00Z,dummy.user,2026-05-13T13:20:00Z,dummy.user
acf49cb7-70e1-556a-9eb7-bed959b47ccd,Tara,Shetty,Inactive transport service provider,true,tara.shetty054@hotmail.com,2026-05-13T13:25:00Z,dummy.user,2026-05-13T13:25:00Z,dummy.user
9696f033-8edb-587b-ad88-6ac658c4ccc9,Nikhil,Srinivasan,Compliance documents under review,false,nikhil.srinivasan055@icloud.com,2026-05-13T13:30:00Z,dummy.user,2026-05-13T13:30:00Z,dummy.user
c3753394-16fc-535e-80ea-301fa0446f95,Pooja,Banerjee,Approved marketing services agency,true,pooja.banerjee056@proton.me,2026-05-13T13:35:00Z,dummy.user,2026-05-13T13:35:00Z,dummy.user
caad1120-e275-58e2-a9bb-b101eb4d7f0b,Rahul,Jain,Verified cloud services reseller,true,rahul.jain057@zoho.com,2026-05-13T13:40:00Z,dummy.user,2026-05-13T13:40:00Z,dummy.user
a16d6b81-72f4-5d85-b92d-c9cf8d65a0be,Sneha,Desai,Preferred training services provider,false,sneha.desai058@company.example,2026-05-13T13:45:00Z,dummy.user,2026-05-13T13:45:00Z,dummy.user
62ddd916-9354-5536-983f-9e5559deae35,Aditya,Ghosh,Approved security services vendor,true,aditya.ghosh059@vendor.example,2026-05-13T13:50:00Z,dummy.user,2026-05-13T13:50:00Z,dummy.user
518ae3c0-8ef1-5404-b0ec-f986890fb2ce,Riya,Chatterjee,Pending financial verification,false,riya.chatterjee060@supplier.example,2026-05-13T13:55:00Z,dummy.user,2026-05-13T13:55:00Z,dummy.user
cec7a412-9b5e-54da-9cf5-f4ed5b26a248,Manav,Mehta,Verified electronics supplier,true,manav.mehta061@gmail.com,2026-05-13T14:00:00Z,dummy.user,2026-05-13T14:00:00Z,dummy.user
769ca5e1-616d-5e11-89a7-6b3235f35bec,Diya,Rao,Preferred packaging partner,true,diya.rao062@outlook.com,2026-05-13T14:05:00Z,dummy.user,2026-05-13T14:05:00Z,dummy.user
4f89a398-647a-5adf-8201-430c1bab4ae3,Siddharth,Kapoor,Pending compliance review,false,siddharth.kapoor063@yahoo.com,2026-05-13T14:10:00Z,dummy.user,2026-05-13T14:10:00Z,dummy.user
ef8c697e-49cb-5283-9c5a-b7c9e1180b97,Kavya,Shah,Approved logistics vendor,true,kavya.shah064@brainbox.consulting,2026-05-13T14:15:00Z,dummy.user,2026-05-13T14:15:00Z,dummy.user
84c871b0-9e84-5993-935c-068aa5a0a349,Yash,Iyer,Inactive raw materials supplier,false,yash.iyer065@mail.com,2026-05-13T14:20:00Z,dummy.user,2026-05-13T14:20:00Z,dummy.user
3cd49633-01c8-558a-9a4b-f8fa60851445,Ananya,Nair,Certified software services provider,true,ananya.nair066@brainbox.com,2026-05-13T14:25:00Z,dummy.user,2026-05-13T14:25:00Z,dummy.user
ed73a311-1bb0-574b-8e90-58ab7e1927c5,Harsh,Patel,Shortlisted office supplies vendor,true,harsh.patel067@dialog.com,2026-05-13T14:30:00Z,dummy.user,2026-05-13T14:30:00Z,dummy.user
6815220b-1730-54ca-a738-7166bc480469,Meera,Gupta,Approved maintenance contractor,false,meera.gupta068@dlg.com,2026-05-13T14:35:00Z,dummy.user,2026-05-13T14:35:00Z,dummy.user
3e209e8f-674b-5527-a035-f059362452d3,Varun,Verma,Preferred consulting partner,true,varun.verma069@hotmail.com,2026-05-13T14:40:00Z,dummy.user,2026-05-13T14:40:00Z,dummy.user
475e1fd7-6c56-54e6-adbe-2487663a8b53,Naina,Joshi,Verified component distributor,false,naina.joshi070@icloud.com,2026-05-13T14:45:00Z,dummy.user,2026-05-13T14:45:00Z,dummy.user
852604e5-0835-58f3-8c58-9899c5d34505,Ayaan,Reddy,Onboarding documentation pending,true,ayaan.reddy071@proton.me,2026-05-13T14:50:00Z,dummy.user,2026-05-13T14:50:00Z,dummy.user
b0c612fa-d88f-5e22-96a7-222c9f8ef133,Sanya,Menon,Approved facilities management vendor,true,sanya.menon072@zoho.com,2026-05-13T14:55:00Z,dummy.user,2026-05-13T14:55:00Z,dummy.user
858051b6-f5c4-5c40-a456-a38cd77c897c,Ishaan,Bose,Preferred IT hardware supplier,false,ishaan.bose073@company.example,2026-05-13T15:00:00Z,dummy.user,2026-05-13T15:00:00Z,dummy.user
014a7afc-3f25-5b8f-93b6-d95c1e49222d,Avni,Malhotra,Inactive transport service provider,true,avni.malhotra074@vendor.example,2026-05-13T15:05:00Z,dummy.user,2026-05-13T15:05:00Z,dummy.user
e5e59265-7208-53fa-bbcb-990e8dca5318,Reyansh,Chopra,Compliance documents under review,false,reyansh.chopra075@supplier.example,2026-05-13T15:10:00Z,dummy.user,2026-05-13T15:10:00Z,dummy.user
420537e6-6c4d-561b-82c1-b1762fd62d4f,Kiara,Das,Approved marketing services agency,true,kiara.das076@gmail.com,2026-05-13T15:15:00Z,dummy.user,2026-05-13T15:15:00Z,dummy.user
399cd3f8-9505-5b03-b091-b594ad70f46c,Vivaan,Kulkarni,Verified cloud services reseller,true,vivaan.kulkarni077@outlook.com,2026-05-13T15:20:00Z,dummy.user,2026-05-13T15:20:00Z,dummy.user
9267a6e8-6672-581a-b4e0-a631fc06d426,Myra,Bhat,Preferred training services provider,false,myra.bhat078@yahoo.com,2026-05-13T15:25:00Z,dummy.user,2026-05-13T15:25:00Z,dummy.user
68653aa4-7e0b-5dbe-b0fa-f89b5f73cb2a,Dhruv,Saxena,Approved security services vendor,true,dhruv.saxena079@brainbox.consulting,2026-05-13T15:30:00Z,dummy.user,2026-05-13T15:30:00Z,dummy.user
351394be-7e4b-5cda-9187-664ef909e368,Aisha,Pillai,Pending financial verification,false,aisha.pillai080@mail.com,2026-05-13T15:35:00Z,dummy.user,2026-05-13T15:35:00Z,dummy.user
68173484-ce25-51d2-971c-9e1a9bcc361e,Aarav,Mishra,Verified electronics supplier,true,aarav.mishra081@brainbox.com,2026-05-13T15:40:00Z,dummy.user,2026-05-13T15:40:00Z,dummy.user
926341a1-0040-5a5f-9510-5863c08334ff,Neha,Agarwal,Preferred packaging partner,true,neha.agarwal082@dialog.com,2026-05-13T15:45:00Z,dummy.user,2026-05-13T15:45:00Z,dummy.user
aed6b62d-35e7-5a84-b678-84c0421f5da1,Rohan,Khan,Pending compliance review,false,rohan.khan083@dlg.com,2026-05-13T15:50:00Z,dummy.user,2026-05-13T15:50:00Z,dummy.user
d55088fc-1d20-5f19-9c6a-574c4d1ad4e7,Anika,Shetty,Approved logistics vendor,true,anika.shetty084@hotmail.com,2026-05-13T15:55:00Z,dummy.user,2026-05-13T15:55:00Z,dummy.user
47aa8fc5-fdb4-5d6a-bf38-ef94365d3236,Vikram,Srinivasan,Inactive raw materials supplier,false,vikram.srinivasan085@icloud.com,2026-05-13T16:00:00Z,dummy.user,2026-05-13T16:00:00Z,dummy.user
80200f01-ce41-5299-8640-e55e1fa94861,Isha,Banerjee,Certified software services provider,true,isha.banerjee086@proton.me,2026-05-13T16:05:00Z,dummy.user,2026-05-13T16:05:00Z,dummy.user
8936feba-5656-54bb-8a36-d0b08e0fa56c,Kabir,Jain,Shortlisted office supplies vendor,true,kabir.jain087@zoho.com,2026-05-13T16:10:00Z,dummy.user,2026-05-13T16:10:00Z,dummy.user
44cc0e3b-a016-5096-9788-3b29a6cb93a4,Mira,Desai,Approved maintenance contractor,false,mira.desai088@company.example,2026-05-13T16:15:00Z,dummy.user,2026-05-13T16:15:00Z,dummy.user
c4d3cba1-def1-5f14-bd98-59c6cb68844f,Arjun,Ghosh,Preferred consulting partner,true,arjun.ghosh089@vendor.example,2026-05-13T16:20:00Z,dummy.user,2026-05-13T16:20:00Z,dummy.user
f5daf1e6-67cb-5c83-b1b9-65d4c41d3454,Priya,Chatterjee,Verified component distributor,false,priya.chatterjee090@supplier.example,2026-05-13T16:25:00Z,dummy.user,2026-05-13T16:25:00Z,dummy.user
8de197f8-a0e2-5d96-9c2c-1936e8e8feb0,Dev,Mehta,Onboarding documentation pending,true,dev.mehta091@gmail.com,2026-05-13T16:30:00Z,dummy.user,2026-05-13T16:30:00Z,dummy.user
5b78cb6c-be0c-5cfb-a5ea-89acdc60a790,Sara,Rao,Approved facilities management vendor,true,sara.rao092@outlook.com,2026-05-13T16:35:00Z,dummy.user,2026-05-13T16:35:00Z,dummy.user
ac5cf162-d6d7-5bee-a94d-b795e75246f0,Karan,Kapoor,Preferred IT hardware supplier,false,karan.kapoor093@yahoo.com,2026-05-13T16:40:00Z,dummy.user,2026-05-13T16:40:00Z,dummy.user
24a9b0af-dcaa-5a67-a4ac-3d71579b6440,Tara,Shah,Inactive transport service provider,true,tara.shah094@brainbox.consulting,2026-05-13T16:45:00Z,dummy.user,2026-05-13T16:45:00Z,dummy.user
6491c721-0446-5c18-b41c-57cdea9d790a,Nikhil,Iyer,Compliance documents under review,false,nikhil.iyer095@mail.com,2026-05-13T16:50:00Z,dummy.user,2026-05-13T16:50:00Z,dummy.user
b5a4dc80-2eca-5d53-bcb8-2032eb80ba4c,Pooja,Nair,Approved marketing services agency,true,pooja.nair096@brainbox.com,2026-05-13T16:55:00Z,dummy.user,2026-05-13T16:55:00Z,dummy.user
48e9b674-5181-5979-aa28-6eb90ba6e434,Rahul,Patel,Verified cloud services reseller,true,rahul.patel097@dialog.com,2026-05-13T17:00:00Z,dummy.user,2026-05-13T17:00:00Z,dummy.user
7f5ede89-5a38-505f-9b89-7a0b94475190,Sneha,Gupta,Preferred training services provider,false,sneha.gupta098@dlg.com,2026-05-13T17:05:00Z,dummy.user,2026-05-13T17:05:00Z,dummy.user
0ee098f4-5615-585a-90e1-6bcc1f0422cb,Aditya,Verma,Approved security services vendor,true,aditya.verma099@hotmail.com,2026-05-13T17:10:00Z,dummy.user,2026-05-13T17:10:00Z,dummy.user
cbf73cc8-700c-590d-a0c4-06d4c8f3c0d6,Riya,Joshi,Pending financial verification,false,riya.joshi100@icloud.com,2026-05-13T17:15:00Z,dummy.user,2026-05-13T17:15:00Z,dummy.user
8ce4b00d-76e9-5280-9400-f7798b78c6b0,Manav,Reddy,Verified electronics supplier,true,manav.reddy101@proton.me,2026-05-13T17:20:00Z,dummy.user,2026-05-13T17:20:00Z,dummy.user
5c67563c-b6cb-5ece-ab0e-f8f7a54b4707,Diya,Menon,Preferred packaging partner,true,diya.menon102@zoho.com,2026-05-13T17:25:00Z,dummy.user,2026-05-13T17:25:00Z,dummy.user
d8bce55a-d818-5620-a2cb-fb0ae2a1f29e,Siddharth,Bose,Pending compliance review,false,siddharth.bose103@company.example,2026-05-13T17:30:00Z,dummy.user,2026-05-13T17:30:00Z,dummy.user
3436fd51-6ccb-5a6b-b04e-0da160ecbec8,Kavya,Malhotra,Approved logistics vendor,true,kavya.malhotra104@vendor.example,2026-05-13T17:35:00Z,dummy.user,2026-05-13T17:35:00Z,dummy.user
88ff7851-3f43-5b70-985b-9dab3b4f4645,Yash,Chopra,Inactive raw materials supplier,false,yash.chopra105@supplier.example,2026-05-13T17:40:00Z,dummy.user,2026-05-13T17:40:00Z,dummy.user
5639f8f3-5039-56e7-843e-b3e489459e72,Ananya,Das,Certified software services provider,true,ananya.das106@gmail.com,2026-05-13T17:45:00Z,dummy.user,2026-05-13T17:45:00Z,dummy.user
e56dfe35-8cf6-5258-b641-d78f6cdac90d,Harsh,Kulkarni,Shortlisted office supplies vendor,true,harsh.kulkarni107@outlook.com,2026-05-13T17:50:00Z,dummy.user,2026-05-13T17:50:00Z,dummy.user
35241091-e64a-5b03-a044-3b7c85e5896d,Meera,Bhat,Approved maintenance contractor,false,meera.bhat108@yahoo.com,2026-05-13T17:55:00Z,dummy.user,2026-05-13T17:55:00Z,dummy.user
6a64a0f8-c826-5075-8ea4-a61be89f07e0,Varun,Saxena,Preferred consulting partner,true,varun.saxena109@brainbox.consulting,2026-05-13T18:00:00Z,dummy.user,2026-05-13T18:00:00Z,dummy.user
83ce1e18-b01e-5923-b16c-639aa4f76351,Naina,Pillai,Verified component distributor,false,naina.pillai110@mail.com,2026-05-13T18:05:00Z,dummy.user,2026-05-13T18:05:00Z,dummy.user
5d738f5d-4e91-525b-8ea4-4758c12c78fd,Ayaan,Mishra,Onboarding documentation pending,true,ayaan.mishra111@brainbox.com,2026-05-13T18:10:00Z,dummy.user,2026-05-13T18:10:00Z,dummy.user
09f73846-ce19-5b8e-a260-b6b572ee2b8a,Sanya,Agarwal,Approved facilities management vendor,true,sanya.agarwal112@dialog.com,2026-05-13T18:15:00Z,dummy.user,2026-05-13T18:15:00Z,dummy.user
5c733ce9-2166-5d35-9307-9182c6187397,Ishaan,Khan,Preferred IT hardware supplier,false,ishaan.khan113@dlg.com,2026-05-13T18:20:00Z,dummy.user,2026-05-13T18:20:00Z,dummy.user
8a504bb6-be03-58e0-947d-a003972a09c8,Avni,Shetty,Inactive transport service provider,true,avni.shetty114@hotmail.com,2026-05-13T18:25:00Z,dummy.user,2026-05-13T18:25:00Z,dummy.user
b5eb2e47-3e8f-5c3c-91dd-a521a1e688e1,Reyansh,Srinivasan,Compliance documents under review,false,reyansh.srinivasan115@icloud.com,2026-05-13T18:30:00Z,dummy.user,2026-05-13T18:30:00Z,dummy.user
1f3f6fb7-43a6-5d48-b2a4-686f9034579b,Kiara,Banerjee,Approved marketing services agency,true,kiara.banerjee116@proton.me,2026-05-13T18:35:00Z,dummy.user,2026-05-13T18:35:00Z,dummy.user
77b45d7f-d62f-504b-be19-c1f3c279a2bd,Vivaan,Jain,Verified cloud services reseller,true,vivaan.jain117@zoho.com,2026-05-13T18:40:00Z,dummy.user,2026-05-13T18:40:00Z,dummy.user
c2575eba-ef7c-5970-839f-0f42614913bd,Myra,Desai,Preferred training services provider,false,myra.desai118@company.example,2026-05-13T18:45:00Z,dummy.user,2026-05-13T18:45:00Z,dummy.user
d4f84509-1772-5527-93b5-6248cf2b7e8d,Dhruv,Ghosh,Approved security services vendor,true,dhruv.ghosh119@vendor.example,2026-05-13T18:50:00Z,dummy.user,2026-05-13T18:50:00Z,dummy.user
854a70f9-4911-5ab3-b0d4-1ba2816f5c3a,Aisha,Chatterjee,Pending financial verification,false,aisha.chatterjee120@supplier.example,2026-05-13T18:55:00Z,dummy.user,2026-05-13T18:55:00Z,dummy.user
0a0aa1bb-7106-521c-a370-2f285a5c02e1,Aarav,Mehta,Verified electronics supplier,true,aarav.mehta121@gmail.com,2026-05-13T19:00:00Z,dummy.user,2026-05-13T19:00:00Z,dummy.user
96ead3f6-93a0-5202-be35-4d5d9bdcf3e0,Neha,Rao,Preferred packaging partner,true,neha.rao122@outlook.com,2026-05-13T19:05:00Z,dummy.user,2026-05-13T19:05:00Z,dummy.user
ca44b61a-8f6a-5430-b103-39b57bb4c94f,Rohan,Kapoor,Pending compliance review,false,rohan.kapoor123@yahoo.com,2026-05-13T19:10:00Z,dummy.user,2026-05-13T19:10:00Z,dummy.user
7fb99784-edcf-5628-9538-26f533e3504b,Anika,Shah,Approved logistics vendor,true,anika.shah124@brainbox.consulting,2026-05-13T19:15:00Z,dummy.user,2026-05-13T19:15:00Z,dummy.user
2c511b0a-da96-516f-974a-d3732bb3eac9,Vikram,Iyer,Inactive raw materials supplier,false,vikram.iyer125@mail.com,2026-05-13T19:20:00Z,dummy.user,2026-05-13T19:20:00Z,dummy.user
c670e6e5-5992-5a1a-b40b-35aec4a111f7,Isha,Nair,Certified software services provider,true,isha.nair126@brainbox.com,2026-05-13T19:25:00Z,dummy.user,2026-05-13T19:25:00Z,dummy.user
875b53f0-1657-5e38-a2b7-1cd65dfa485b,Kabir,Patel,Shortlisted office supplies vendor,true,kabir.patel127@dialog.com,2026-05-13T19:30:00Z,dummy.user,2026-05-13T19:30:00Z,dummy.user
e7221fa6-3bee-56cc-a09b-6203083fb867,Mira,Gupta,Approved maintenance contractor,false,mira.gupta128@dlg.com,2026-05-13T19:35:00Z,dummy.user,2026-05-13T19:35:00Z,dummy.user
872866ac-5b95-5585-ba75-b568b0b98c11,Arjun,Verma,Preferred consulting partner,true,arjun.verma129@hotmail.com,2026-05-13T19:40:00Z,dummy.user,2026-05-13T19:40:00Z,dummy.user
85510219-2a47-5a28-a05b-0b8940fefed2,Priya,Joshi,Verified component distributor,false,priya.joshi130@icloud.com,2026-05-13T19:45:00Z,dummy.user,2026-05-13T19:45:00Z,dummy.user
ae6b40ba-9d3b-59cd-a522-0a7051398bef,Dev,Reddy,Onboarding documentation pending,true,dev.reddy131@proton.me,2026-05-13T19:50:00Z,dummy.user,2026-05-13T19:50:00Z,dummy.user
